"TASM SPC-700 Assembler, "
/**********************************************
/* Instruction sheet for the SPC-700 version
/* of TASM
/**********************************************
/* Last updated 11:14 PM 1/22/2009
/* by mukunda
/*
/* NOTE! mov1 *,C  * = 13-bit address + (bit<<13)
/************************************************

INC     X       3D 1 NOP 1
INC     Y       FC 1 NOP 1
INC     *+X     BB 2 NOP 1
INC     !*      AC 3 NOP 1
INC     *       AB 2 NOP 1

MOV     X,A     5D 1 NOP 1
MOV     A,X     7D 1 NOP 1
MOV     X,SP    9D 1 NOP 1
MOV     SP,X    BD 1 NOP 1
MOV     A,Y     DD 1 NOP 1
MOV     Y,A     FD 1 NOP 1
MOV     (X),(Y) 99 1 NOP 1
MOV     (X)+,A  AF 1 NOP 1
MOV     A,(X)+  BF 1 NOP 1
MOV     (X),A   C6 1 NOP 1
MOV     A,(X)   E6 1 NOP 1
MOV     Y,#*    8D 2 NOP 1
MOV     X,#*    CD 2 NOP 1
MOV     A,#*    E8 2 NOP 1
MOV     [*+X],A C7 2 NOP 1
MOV     [*]+Y,A D7 2 NOP 1
MOV     A,[*+X] E7 2 NOP 1
MOV     A,[*]+Y F7 2 NOP 1
MOV     !*+X,A  D5 3 NOP 1
MOV     *+X,A   D4 2 NOP 1
MOV     !*+Y,A  D6 3 NOP 1
MOV     *+Y,X   D9 2 NOP 1
MOV     *+X,Y   DB 2 NOP 1
MOV     X,*+Y   F9 2 NOP 1
MOV     Y,*+X   FB 2 NOP 1
MOV     A,!*+X  F5 3 NOP 1
MOV     A,*+X   F4 2 NOP 1
MOV     A,!*+Y  F6 3 NOP 1
MOV     !*,A    C5 3 NOP 1
MOV     *,A     C4 2 NOP 1
MOV     !*,X    C9 3 NOP 1
MOV     *,X     D8 2 NOP 1
MOV     !*,Y     CC 3 NOP 1
MOV     *,Y     CB 2 NOP 1
MOV     A,!*    E5 3 NOP 1
MOV     A,*     E4 2 NOP 1
MOV     X,!*    E9 3 NOP 1
MOV     X,*     F8 2 NOP 1
MOV     Y,!*    EC 3 NOP 1
MOV     Y,*     EB 2 NOP 1
MOV     *,#*    8F 3 CSWAP 1
MOV     *,*     FA 3 CSWAP 1

OR      A,(X)   06 1 NOP 1
OR      A,[*+X] 07 2 NOP 1
OR      A,#*    08 2 NOP 1
OR      A,!*+X  15 3 NOP 1
OR      A,*+X   14 2 NOP 1
OR      A,*+Y   16 3 NOP 1
OR      A,[*]+Y 17 2 NOP 1
OR      A,!*    05 3 NOP 1
OR      A,*     04 2 NOP 1
OR      (X),(Y) 19 1 NOP 1
OR      *,#*    18 3 CSWAP 1
OR      *,*     09 3 CSWAP 1

OR1     C,*     0A 3 NOP 1
OR1     C,/*    2A 3 NOP 1

SBC     A,(X)   A6 1 NOP 1
SBC     A,[*+X] A7 2 NOP 1
SBC     A,#*    A8 2 NOP 1
SBC     A,!*+X  B5 3 NOP 1
SBC     A,*+X   B4 2 NOP 1
SBC     A,!*+Y  B6 3 NOP 1
SBC     A,[*]+Y B7 2 NOP 1
SBC     A,!*    A5 3 NOP 1
SBC     A,*     A4 2 NOP 1
SBC     (X),(Y) B9 1 NOP 1
SBC     *,#*    B8 3 CSWAP 1
SBC     *,*     A9 3 CSWAP 1

TCALL   *       01 1 T1 1 4 F0
TSET1   *       0E 3 NOP 1
TCLR1   *       4E 3 NOP 1

CALL    !*      3F 3 NOP 1
CALL    *       3F 3 NOP 1
PCALL   *       4F 2 NOP 1
JMP     [!*+X]  1F 3 NOP 1
JMP     !*      5F 3 NOP 1
JMP     [*+X]   1F 3 NOP 1
JMP     *       5F 3 NOP 1

PUSH    PSW     0D 1 NOP 1
PUSH    A       2D 1 NOP 1
PUSH    X       4D 1 NOP 1
PUSH    Y       6D 1 NOP 1

POP     PSW     8E 1 NOP 1
POP     A       AE 1 NOP 1
POP     X       CE 1 NOP 1
POP     Y       EE 1 NOP 1

NOP     ""      00 1 NOP 1
BRK     ""      0F 1 NOP 1
RET     ""      6F 1 NOP 1
RETI    ""      7F 1 NOP 1
CLRP    ""      20 1 NOP 1
SETP    ""      40 1 NOP 1
CLRC    ""      60 1 NOP 1
SETC    ""      80 1 NOP 1
EI      ""      A0 1 NOP 1
DI      ""      C0 1 NOP 1
CLRV    ""      E0 1 NOP 1
NOTC    ""      ED 1 NOP 1
SLEEP   ""      EF 1 NOP 1
STOP    ""      FF 1 NOP 1
